Name,Address,Number of Reviews,Hashtag,Phone,Pricing,Cuisine Type,Open Hours
Benihana Chelsea,"77 Kings Road Chelsea, London SW3 4NX England",636,"#2,586",+44 20 7376 7799,$$$$,"[' Japanese', ' Sushi', ' Asian']",12:00 PM - 3:00 PM
Popolo Shoreditch,"26 Rivington Street, London EC2A 3DU England",314,#488,+44 20 7729 4299,$$ - $$$,"[' Italian', ' Mediterranean', ' Vegetarian Friendly']",6:00 PM - 11:00 PM
The Monkey Puzzle,"30 Southwick Street, London W2 1JQ England",688,#489,+44 20 7723 0143,$$ - $$$,"[' Bar', ' British', ' Pub']",11:00 AM - 11:00 PM
Carlton Lounge,"232-234 Kingsbury Road, London NW9 0BH England",162,"#4,880",+44 20 8205 3112,$$ - $$$,"[' Indian', ' International', ' Asian']",12:00 PM - 12:00 AM
Dans Le Noir ?,"69-73 St. John Street 69-73 St John Street, London EC1M 4AN England","3,249",#491,+44 20 7253 1100,$$$$,"[' International', ' European', ' Vegetarian Friendly']",5:30 PM - 11:00 PM
All Bar One Butlers Wharf,"34 Shad Thames Butler's Wharf, London SE1 2YG England",716,#485,+44 20 7940 9771,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",10:00 AM - 11:00 PM
Bob's Café Muswell Hill,"43 The Broadway Muswell Hill, London N10 3HA England",381,#493,+44 20 8444 4620,$$ - $$$,"[' Cafe', ' European', ' British']",8:00 AM - 10:00 PM
The Ship Tavern,"12 Gate Street Holborn, London WC2A 3HP England","1,065",#495,+44 20 7405 1992,$$ - $$$,"[' Bar', ' British', ' Vegetarian Friendly']",11:00 AM - 11:00 PM
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
No5 Dining & Lounge,"5 Tottenham Lane, London N8 9DJ England","1,303",#55,+44 20 8341 2112,$$ - $$$,"[' Bar', ' Mediterranean', ' European']",5:00 PM - 1:30 AM
Fora Restaurant,"34-36 Houndsditch, London EC3A 7DB England",383,#497,+44 20 7626 2222,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",9:30 AM - 11:00 PM
The Ritz Restaurant,"150 Piccadilly, London W1J 9BR England","2,719",#498,+44 20 7300 2370,$$$$,"[' Vegetarian Friendly', ' Vegan Options', ' Gluten Free Options']",7:30 AM - 10:30 AM
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
Pane Cunzato - Pizza & more,"49 Museum Street, London WC1A 1LY England",709,#501,+44 20 3581 1747,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
NOPI - Downstairs,"21-22 Warwick Street, London W1B 5NE England",388,#502,+44 20 7494 9584,$$ - $$$,"[' Mediterranean', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
RAI London Tottehnam Court Road,"11-13 Bayley St, London WC1B 3HD England",1,"11-13 Bayley St, London WC1B 3HD England",Phone Not Found,Pricing Not Found,Cuisine Type Not Found,5:00 PM - 9:00 PM
Honest Burgers Brixton,"12 First Avenue Brixton Village, London SW9 8PR England",500,#504,+44 20 3148 2970,$$ - $$$,"[' American', ' Fast Food', ' British']",11:30 AM - 10:30 PM
Hisar Meze Bar,"251 High Street, Beckenham BR3 1BN England",326,#3,+44 20 8650 0755,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",12:00 PM - 10:00 PM
The Blue Door Bistro,"15 Montague Street Bloomsbury, London WC1B 5BJ England",509,#505,+44 20 7637 1001,$$$$,"[' European', ' British', ' Soups']",5:30 PM - 10:00 PM
The Queens Head Piccadilly,"15 Denman Street Piccadilly, London W1D 7HN England","1,150",#506,Email,$$ - $$$,[],12:00 PM - 11:30 PM
Gaucho City,"1 Bell Inn Yard, London EC3V 0BL England",655,#496,Menu,$$$$,"[' Argentinean', ' Gluten Free Options']",12:00 PM - 11:00 PM
64 Old Compton Street,"64 Old Compton St, London W1D 4UQ England",28,"#4,770",+44 20 7287 2043,$$ - $$$,"[' Italian', ' International', ' Mediterranean']",12:00 PM - 11:00 PM
Hankies Cafe,"67 Shaftesbury Avenue Piccadilly, London W1D 6LL England",476,#509,+44 20 7871 6021,$$ - $$$,"[' Indian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 3:00 PM
The London Gin Club,"22 Great Chapel Street, London W1F 8FR England",442,#16,"22 Great Chapel Street, London W1F 8FR England",$$ - $$$,[' Bar'],4:00 PM - 11:30 PM
La Rosetta,"201 High Street, Brentford, Hounslow TW8 8AH England",355,#3,+44 20 8560 3002,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 2:30 PM
Gordon Ramsay Street Pizza - St Paul's,"10 Bread Street Ground Floor, London EC4M 9AJ England","1,007",#513,+44 20 7499 0120,$$ - $$$,"[' Italian', ' Bar', ' Pizza']",11:30 AM - 10:00 PM
The Port House,"417 Strand, London WC2R OPD England","1,327",#514,+44 20 7836 7764,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 11:00 PM
Lime and Thyme,"56 Coombe Lane Raynes Park, London SW20 0LA England",351,#516,+44 20 8946 5068,$$ - $$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 10:00 PM
Scoff & Banter Bloomsbury,"Radisson Blu Edwardian Kenilworth 97 Great Russell Street, London WC1B 3LB England",595,#512,+44 20 7666 2068,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
IL BORRO Tuscan Bistro London,"15 Berkeley Street, London W1J 8DY England",167,#518,+44 20 3988 7717,$$$$,"[' Italian', ' Tuscan', ' Vegetarian Friendly']",12:00 PM - 11:30 PM
Osteria Romana,"3-4 Park Close Knightsbridge, London SW1X 7PQ England","1,193",#167,+44 20 7584 5819,$$ - $$$,"[' Italian', ' Romana', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Roxie Steak - Earlsfield,"585 Garratt Lane Earlsfield, London SW18 4ST England",350,#519,+44 20 8944 9602,$$ - $$$,"[' Steakhouse', ' Barbecue', ' Gluten Free Options']",6:00 PM - 11:00 PM
Goodman Mayfair,"24-26 Maddox Street, London W1S 1QH England","2,416",#521,12:00 PM - 10:30 PM,$$$$,"[' American', ' Gluten Free Options']",12:00 PM - 10:30 PM
TigerBay Shisha Lounge,"234 Kingsbury Road, London NW9 0BH England",425,#913,+44 7488 880203,$$ - $$$,"[' Bar', ' International', ' Asian']",12:00 PM - 2:00 AM
Lopen Raj Winchmore Hill,"828- 830 Green lanes, London N21 2RT England",19,"#7,227",+44 20 3927 7717,$$ - $$$,"[' Mexican', ' Indian', ' Asian']",2:00 PM - 10:00 PM
Wulf & Lamb - Chelsea,"243 Pavilion Road Chelsea, London SW1X 0BP England",655,#523,+44 20 3948 5999,$$ - $$$,"[' International', ' Healthy', ' Vegetarian Friendly']",8:00 AM - 9:00 PM
Pied à Terre,"34 Charlotte Street, London W1T 2NH England","1,351",#522,+44 20 7636 1178,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
The Curry Room,"39 Buckingham Palace Road The Rubens at the Palace, London SW1W 0PS England",200,#526,+442078346600,$$$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",5:30 PM - 10:00 PM
Orrery,"55 Marylebone High Street, London W1U 5RB England","1,382",#528,+44 20 7616 8000,$$$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Shah Tandoori,"159 Drummond Street, London NW1 2PB England",357,#950,+44 20 7383 5677,$$ - $$$,"[' Indian', ' Asian', ' Street Food']",12:00 PM - 12:00 AM
The Hawley Arms,"2 Castlehaven Road, London NW1 8QU England",532,#530,+44 20 7428 5979,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 12:00 AM
MBER,"1A Pudding Lane, London EC3R 8AB England",555,#531,+44 20 7608 6545,$$ - $$$,"[' Asian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 12:00 AM
Honest Burgers Oxford Circus,"4 Market Place Oxford Circus, London W1W 8AD England",780,#540,+44 20 3675 0940,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",11:30 AM - 10:30 PM
Papilio,"45 High Street, Beckenham BR3 1AW England",504,#4,+44 20 8650 1811,$$ - $$$,"[' Bar', ' European', ' British']",12:00 PM - 10:00 PM
Rodfai Thai street food,"322 Uxbridge Road, London W3 9QP England",155,#537,+44 20 8993 6363,$$ - $$$,"[' Asian', ' Thai', ' Healthy']",12:00 PM - 3:00 PM
The Stablehand,"4 Bathurst Street, London W2 2SD England",174,#15,+44 20 7402 0083,$$ - $$$,"[' Bar', ' British', ' Pub']",5:00 PM - 11:30 PM
Lime Orange,"312 Vauxhall Bridge Road, London SW1V 1AA England",718,#538,+44 20 8616 0498,$$ - $$$,"[' Asian', ' Korean', ' Healthy']",12:00 PM - 3:00 PM
Grounded,"9 Whitechapel Road, London E1 1DU England",389,#539,+44 20 7377 1703,$$ - $$$,"[' Cafe', ' British', ' Healthy']",7:00 AM - 10:00 PM
The Promenade at The Dorchester,"53 Park Lane The Dorchester, London W1K 1QA England","1,341",#532,+44 20 7629 8888,$$$$,"[' International', ' British', ' Vegetarian Friendly']",7:00 AM - 10:30 PM
The Foyer At Claridge's,"Brook Street Mayfair, London W1K 4HR England","1,633",#541,+44 20 7107 8886,$$$$,"[' European', ' British', ' Vegetarian Friendly']",7:00 AM - 11:00 PM
The Clerk and Well,"156 Clerkenwell Road, London EC1R 5DU England",361,#542,+44 20 7870 2245,$$ - $$$,"[' Bar', ' Pub', ' Vegetarian Friendly']",8:00 AM - 11:00 PM
Gigs Fish and Chips,"12 Tottenham Street, London W1T 4RE England",729,#543,+44 20 7636 1424,$$ - $$$,"[' Seafood', ' Mediterranean', ' British']",11:00 AM - 10:00 PM
The MAINE Mayfair,"6 Medici Courtyard At 20 Hanover Square, London W1S 1JY England",154,"#4,458",+44 20 3432 2192,$$ - $$$,"[' American', ' Steakhouse', ' Seafood']",12:00 PM - 1:00 AM
Goodman City,"11 Old Jewry, London EC2R 8DU England",776,#544,+44 20 7600 8220,$$$$,"[' Steakhouse', ' British', ' Gluten Free Options']",12:00 PM - 10:30 PM
Margot,"45 Great Queen Street, London WC2B 5AA England",882,#546,+44 20 3409 4777,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 2:30 PM
Burger & Lobster Mayfair,"29 Clarges Street Mayfair, London W1J 7EF England","2,185",#548,+44 20 3205 8960,$$ - $$$,"[' American', ' Seafood', ' Gluten Free Options']",12:00 PM - 10:00 PM
Benihana Covent Garden,"31 Maiden Ln Covent Garden, London WC2E 7JS England",79,"#2,996",+44 20 7494 2525,$$ - $$$,"[' Japanese', ' Steakhouse', ' Asian']",12:00 PM - 3:00 PM
Maggie Jones's,"6 Old Court Place Kensington Church Street, London W8 4PL England","1,230",#550,+44 20 7937 6462,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Gluten Free Options']",12:00 PM - 2:00 PM
Wulf & Lamb - Marylebone,"66 Chiltern Street near Madame Tussauds and on the same street as Chiltern FireHouse, London W1U 4EJ England",213,#552,+44 20 8194 0000,$$ - $$$,"[' British', ' Healthy', ' Beer restaurants']",12:00 PM - 10:00 PM
Homage,"Aldwych The Waldorf Hilton London, London WC2B 4DD England","1,003",#507,+44 20 7759 4083,$$$$,"[' European', ' Vegetarian Friendly', ' Vegan Options']",7:00 AM - 10:00 PM
Macellaio RC South Kensington,"84 Old Brompton Road, London SW7 3LQ England","1,484",#547,+44 20 7589 5834,$$ - $$$,"[' Italian', ' Steakhouse', ' Mediterranean']",12:00 PM - 3:00 PM
Yak & Yeti - Finsbury Park,"143 Stroud Green Road Finsbury Park, London N4 3PZ England",290,"#2,044",+44 20 7263 2112,$$ - $$$,"[' Indian', ' Asian', ' Tibetan']",3:30 PM - 11:00 PM
Steakout Stratford,"150 The Grove, London E15 1NS England",123,"#7,020",+44 20 8534 1727,$$ - $$$,"[' Steakhouse', ' Grill', ' Halal']",12:00 PM - 11:00 PM
,There is no content for  yet.,0,#555,Phone Not Found,Pricing Not Found,Cuisine Type Not Found,Open Hours Not Found
Miller & Carter,"393-395 High Road Woodford Green, Woodford IG8 0XG England",630,#3,+44 20 8505 8615,$$ - $$$,"[' Steakhouse', ' British', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Zaika,"1 Kensington High Street, London W8 5NP England","1,418",#556,+44 20 7795 6533,$$$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
RAI London Tottehnam Court Road,"11-13 Bayley St, London WC1B 3HD England",1,"11-13 Bayley St, London WC1B 3HD England",Phone Not Found,Pricing Not Found,Cuisine Type Not Found,5:00 PM - 9:00 PM
The Ninth,"22 Charlotte Street, London W1T 2NB England",708,#557,+44 20 3019 0880,$$ - $$$,"[' French', ' Mediterranean', ' European']",12:00 PM - 2:30 PM
The House,"Finchley 24 Ballards Lane, London N3 2BJ England",112,#560,+44 20 8371 6644,$$ - $$$,"[' Italian', ' Mediterranean', ' European']",12:00 PM - 10:00 PM
The Lion and Unicorn,"42-44 Gaisford Street, London NW5 2ED England",322,#535,+44 20 7267 2304,$$ - $$$,"[' Bar', ' British', ' Pub']",12:00 PM - 11:00 PM
Gauthier Soho,"21 Romilly Street, London W1D 5AF England","1,569",#562,+44 20 7494 3111,$$$$,"[' French', ' European', ' Vegetarian Friendly']",5:00 PM - 9:30 PM
Pane Cunzato - Pizza & more,"49 Museum Street, London WC1A 1LY England",709,#501,+44 20 3581 1747,$$ - $$$,"[' Italian', ' Pizza', ' Mediterranean']",12:00 PM - 10:00 PM
Old Compton Brasserie,"36-38 Old Compton Street, London W1D 4TT England","1,023",#559,+44 20 7434 2214,$$ - $$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 1:00 AM
Pollen Street Social,"8-10 Pollen Street, London W1S 1NG England","2,983",#565,+44 20 7290 7600,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Salsa Temple,"Temple Place, London WC2R 2PH England","1,113",#566,+44 20 7395 3690,$$ - $$$,"[' Mexican', ' Latin', ' Bar']",4:00 PM - 2:00 AM
Swiss Butter,"114-118 Southampton Row, Holborn, London WC1B 5AA England",97,"#4,625",+44 20 3685 2741,$$ - $$$,"[' French', ' Steakhouse', ' European']",12:00 PM - 12:00 AM
Mango Indian,"6 Redcross Way Cromwell Building, London SE1 9HR England",595,#567,+44 20 7407 0333,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Bob’s Cafe Queens Park,"77 Salusbury Road, London NW6 6NH England",344,#570,+44 20 7372 3442,$$ - $$$,"[' British', ' Healthy', ' Vegetarian Friendly']",8:00 AM - 10:00 PM
Browns,"82-84 St Martins Lane Covent Garden, London WC2N 4AG England","4,273","#1,033",+44 20 7497 5050,$$ - $$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",8:00 AM - 12:00 AM
Corrigan's,"28 Upper Grosvenor Street, London W1K 7EH England","1,199",#569,+44 20 7499 9943,$$$$,"[' Irish', ' British', ' Grill']",12:00 PM - 2:30 PM
Vegan Yes,"64 Brick Lane Shoreditch, London E1 6RF England",149,#573,+44 7933 028570,$,"[' Italian', ' Asian', ' Korean']",11:30 AM - 9:00 PM
Payiz Mediterranean Restaurant Cafe & Bar,"Isabella Apartments 102 Granville Park, London SE13 7DU England",129,#575,+44 20 3935 7425,$$ - $$$,"[' Mediterranean', ' Turkish', ' Healthy']",10:00 AM - 11:00 PM
Skewd Kitchen,"113-115 Cockfosters Road, Barnet EN4 0DA England",770,#2,+44 20 8449 7771,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",12:00 PM - 12:00 AM
Nipa Thai Restaurant,"Lancaster Terrace 1st Flr, Royal Lancaster London Hotel, London W2 2TY England","1,006",#234,+44 20 7551 6000,$$$$,"[' Asian', ' Thai', ' Vegetarian Friendly']",5:00 PM - 10:30 PM
Ognisko Restaurant,"55 Exhibition Road, London SW7 2PG England",868,#576,+44 20 7589 4635,$$ - $$$,"[' Polish', ' Vegetarian Friendly', ' Gluten Free Options']",12:00 PM - 2:45 PM
Sen Viet,"119 King's Cross Road, London WC1X 9NH England",715,#578,+44 20 7278 2881,$,"[' Asian', ' Vietnamese', ' Healthy']",11:00 AM - 3:00 PM
Antalya Restaurant,"103-105 Southampton Row, London WC1B 4HH England","1,335",#579,+44 20 7580 5355,$$ - $$$,"[' International', ' Turkish', ' Grill']",11:30 AM - 11:30 PM
Kibako London,"110 Great Portland Street, London W1W 6PQ England",4,"#9,901",+44 20 7637 4198,Pricing Not Found,Cuisine Type Not Found,12:00 PM - 2:00 PM
Sanzio,"26 Station Parade Willesden Green, London NW2 4NH England",333,#581,+44 20 8830 5221,$$ - $$$,"[' Italian', ' Pizza', ' Sicilian']",12:00 PM - 3:00 PM
Mildreds Soho,"45 Lexington Street, London W1F 9AN England","2,767",#580,+44 20 7494 1634,$$ - $$$,"[' Indian', ' International', ' British']",9:00 AM - 11:00 PM
Mezze Ocakbasi Restaurant,"2 Johnston Road, Woodford IG8 0XA England",549,#4,+44 20 8505 4312,$$ - $$$,"[' Mediterranean', ' European', ' Turkish']",12:00 PM - 9:00 PM
North Sea Fish Restaurant,"7-8 Leigh Street, London WC1H 9EW England","1,744",#582,+44 20 7387 5892,$$ - $$$,"[' Seafood', ' British', ' Vegetarian Friendly']",12:00 PM - 2:30 PM
Double Six,"66 Eversholt Street, London NW1 1DA England",168,#587,+44 20 7387 0262,$,"[' Cafe', ' British', ' Contemporary']",8:00 AM - 5:00 PM
Forty Dean Street,"40 Dean Street, London W1D 4PX England",688,"#1,488",+44 20 7734 1853,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",12:00 PM - 11:00 PM
Hélène Darroze at The Connaught,"Carlos Place Mayfair, London W1K 2AL England","1,333",#583,12:00 PM - 2:00 PM6:30 PM - 9:00 PM,$$$$,"[' French', ' Gluten Free Options']",12:00 PM - 2:00 PM
Steak and Company Leicester Square,"3-5 Irving Street Leicester Square, London WC2H 0HA England","4,414",#598,+44 20 7839 8100,$$ - $$$,"[' Steakhouse', ' European', ' British']",8:00 AM - 11:00 PM
The Laughing Halibut,"38 Strutton Ground, Westminster just south of St James Park tube station Scotland Yard exitr, London SW1P 2HR England",699,#586,+44 20 7799 2844,$,"[' Seafood', ' British', ' Grill']",11:15 AM - 8:00 PM
Jimmy's,"Millenium Way Outlet Shopping at The O2, London SE10 0DX England",246,#589,+44 20 8465 5511,$$ - $$$,"[' Mexican', ' Chinese', ' Pizza']",12:00 PM - 4:00 PM
Mosaic,"60 Upper Thames Street The Westin London City, London EC4V 3AD England",56,#465,+44 20-3988 014,$$ - $$$,"[' International', ' Pub', ' Healthy']",6:30 AM - 10:00 PM
Senor Ceviche,"Kingly Court Carnaby, London W1B 5PW England","1,324",#592,+44 20 7842 8540,$$ - $$$,"[' Peruvian', ' Latin', ' Vegetarian Friendly']",12:00 PM - 11:00 PM
Dishoom Shoreditch,"7 Boundary Street, London E2 7JE England","4,168",#584,+44 20 7420 9324,$$ - $$$,"[' Indian', ' Asian', ' Vegetarian Friendly']",8:00 AM - 12:00 AM
Hakata Ramen + Bar,"177 Bermondsey Street, London SE1 3UW England",68,"#4,329",+44 20 7234 0244,$$ - $$$,"[' Japanese', ' Asian', ' Vegan Options']",12:00 PM - 3:00 PM
Champagne and Fromage,"22 Wellington Street, London WC2E 7DD England",759,#588,+44 20 7240 1604,$$ - $$$,"[' French', ' European', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
Cibo,"3 Russell Gardens Olympia, London W14 8EZ England",269,#597,+44 20 7371 2085,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",6:00 PM - 9:30 PM
The Restaurant at The Capital,"22 Basil Street Knightsbridge, London SW3 1AT England",879,#595,+44 20 7591 1202,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:00 PM - 10:00 PM
The Blues Kitchen Camden,"111-113 Camden High Street, London NW1 7JN England","2,033",#599,+44 20 7387 5277,$$ - $$$,"[' American', ' Bar', ' Barbecue']",12:00 PM - 1:00 AM
Paladar,"4-5 London Road, London SE1 6JZ England","1,168",#121,+44 20 7186 5555,$$ - $$$,"[' Latin', ' Contemporary', ' Fusion']",12:00 PM - 2:45 PM
The Game Bird,"16-18 St. James's Place The Stafford London, London SW1A 1NJ England",278,#602,+44 20 7493 0111,$$$$,"[' British', ' Vegetarian Friendly', ' Vegan Options']",7:00 AM - 9:00 PM
La Tazza Cafe,"143 Praed Street Paddington, London W2 1RL England",392,#604,+44 20 7706 3006,$,"[' Italian', ' Cafe', ' Vegetarian Friendly']",9:00 AM - 10:00 PM
Elystan Street,"43 Elystan Street, London SW3 3NT England",527,#601,+44 20 7628 5005,$$$$,"[' European', ' British', ' Vegetarian Friendly']",12:30 PM - 2:30 PM
Hispania London,"72-74 Lombard Street, London EC3V 9AY England",600,#606,+44 20 7621 0338,$$ - $$$,"[' Mediterranean', ' European', ' Spanish']",12:00 PM - 10:00 PM
Blighty Cafe (Finsbury Park),"35-37 Blackstock Road, London N4 2JF England",316,#608,+44 7974 979340,$$ - $$$,"[' Cafe', ' British', ' Healthy']",9:30 AM - 4:00 PM
The Delhi Brasserie,"44 Frith Street Soho, London W1D 4SB England",892,#572,+44 20 7437 8261,$$ - $$$,"[' Indian', ' Asian', ' Balti']",5:00 PM - 11:30 PM
Carmen Tapas,"6 Clapham Common South Side underground : opposite Clapham Common station, London SW4 7AA England",336,"#2,357",+44 20 7622 6848,$$ - $$$,"[' International', ' Mediterranean', ' European']",5:00 PM - 10:30 PM
Sheba,"136 Brick Lane, London E1 6RU England",714,"#4,013",+44 20 7247 7824,$$ - $$$,"[' Indian', ' Asian', ' Bangladeshi']",12:00 PM - 11:30 PM
Chiodo Mattarello Bolognese,"3 Middlesex Street The Kettle Club, London E1 7AA England","1,684",#622,+44 20 7247 3354,$$ - $$$,"[' Italian', ' Vegetarian Friendly', ' Vegan Options']",11:00 AM - 11:30 PM
Honest Burgers South Kensington,"24 Thurloe Street South Kensington, London SW7 2LT England","1,047",#614,+44 (0)20 4542 5740,$$ - $$$,"[' American', ' Bar', ' Fast Food']",11:00 AM - 11:00 PM
Swiss Butter,"114-118 Southampton Row, Holborn, London WC1B 5AA England",97,"#4,625",+44 20 3685 2741,$$ - $$$,"[' French', ' Steakhouse', ' European']",12:00 PM - 12:00 AM
The Hemingford Arms,"158 Hemingford Road Islington, London N1 1DF England",126,#616,+44 20 7607 3303,$$ - $$$,"[' Bar', ' Thai', ' Pub']",11:00 AM - 11:00 PM
